Gene_ID,Patient1,Patient2,Patient3,Patient4,Patient5,Patient6,Patient7
ENSG00000284653,1,1,1,1,0,0,1
ENSG00000261781,2,1,2,1,0,1,1
ENSG00000117154,119,131,109,149,95,134,160
ENSG00000280222,82,104,35,51,22,46,51
ENSG00000230035,0,1,2,1,0,6,3
ENSG00000225387,1,0,0,1,0,1,2
ENSG00000179023,5,9,5,2,13,2,5
ENSG00000235282,6,2,0,5,6,5,2
ENSG00000225478,0,0,1,1,1,0,0
ENSG00000009709,18,23,19,19,13,27,7
ENSG00000179002,0,0,0,0,0,0,0
ENSG00000255275,1,1,3,0,0,0,4
ENSG00000159423,62,85,35,66,98,78,55
ENSG00000265606,0,0,0,0,0,0,0
ENSG00000221662,0,0,2,1,1,0,2
ENSG00000169991,82,95,82,63,70,61,96
ENSG00000272084,1,8,1,11,10,3,10
ENSG00000127481,2183,2631,1522,2493,2597,2611,3354
ENSG00000230424,0,5,0,3,0,0,1
ENSG00000127463,460,483,404,470,486,550,479
ENSG00000053372,106,119,83,127,131,145,161
ENSG00000286064,0,2,0,0,1,3,2
ENSG00000211454,21,32,9,14,13,13,33
ENSG00000162482,1,18,4,12,8,7,34
ENSG00000270728,10,22,17,15,10,11,17
ENSG00000053371,43,48,18,41,71,62,60
ENSG00000200403,0,0,3,0,7,0,4
ENSG00000040487,26,23,6,29,15,19,22
ENSG00000077549,423,392,269,365,422,502,320
ENSG00000240490,5314,269,1267,4289,3227,2877,6267
ENSG00000173436,144,133,159,101,80,93,87
ENSG00000201609,3,1,0,0,3,1,0
ENSG00000235185,2,0,0,0,0,1,0
ENSG00000158747,183,245,159,160,273,194,168
ENSG00000270136,1,0,0,0,0,3,0
ENSG00000226396,15,109,37,38,74,49,56
ENSG00000158748,18,17,19,6,18,24,19
ENSG00000162542,14,11,7,19,15,14,11
ENSG00000178828,1,0,0,0,1,0,0
ENSG00000235434,0,0,0,0,0,0,0
ENSG00000169914,207,277,241,201,272,237,204
ENSG00000188784,1,0,0,0,0,0,0
ENSG00000242688,1,2,0,1,0,0,0
ENSG00000188257,2,0,0,0,0,0,0
ENSG00000127472,9,8,5,12,9,12,3
ENSG00000117215,0,0,2,1,1,1,0
ENSG00000158786,3,7,5,4,2,1,2
ENSG00000227066,2,3,4,3,1,5,3
ENSG00000187980,0,2,0,3,2,4,3
ENSG00000225986,1,1,3,1,0,0,1
ENSG00000162543,67,114,73,70,52,114,61
ENSG00000228105,1,0,1,0,0,0,3
ENSG00000284710,1,1,1,0,0,0,0
ENSG00000158816,5,6,6,2,10,10,8
ENSG00000226664,0,0,0,0,1,0,0
ENSG00000236963,27,33,13,11,8,6,16
ENSG00000226487,2,3,0,0,0,0,0
ENSG00000284641,2,1,1,0,1,1,0
ENSG00000284743,9,3,1,1,0,1,1
ENSG00000162545,3180,3487,3451,2361,2057,2791,1945
ENSG00000090432,67,47,50,93,75,108,94
ENSG00000215520,4,3,0,1,20,1,3
ENSG00000183114,10,7,3,9,8,16,11
ENSG00000158825,0,2,2,0,1,0,0
ENSG00000158828,307,229,230,339,238,390,496
ENSG00000284005,0,0,0,0,0,0,0
ENSG00000117242,24,23,16,18,23,19,50
ENSG00000244038,112,119,65,159,108,176,124
ENSG00000117245,52,97,38,77,49,96,66
ENSG00000235432,5,1,0,2,2,3,1
ENSG00000189410,195,251,131,259,135,236,138
ENSG00000233069,0,0,0,0,0,0,0
ENSG00000127483,1235,1481,997,1130,1528,1436,1062
ENSG00000075151,1264,2304,1282,2358,1651,2190,1768
ENSG00000251914,1,1,0,0,0,0,0
ENSG00000221808,10,9,32,25,1,10,11
ENSG00000233072,7,4,7,12,3,4,5
ENSG00000236073,1,4,1,1,0,0,2
ENSG00000235112,3,6,3,5,2,3,1
ENSG00000117298,114,124,93,130,191,165,176
ENSG00000236936,2,2,2,4,7,2,11
ENSG00000231105,7,12,2,9,6,3,9
ENSG00000236216,14,34,8,4,16,7,25
ENSG00000228823,5,5,3,4,3,8,7
ENSG00000236009,4,4,5,4,3,0,1
ENSG00000227001,5,7,3,4,4,10,5
ENSG00000187952,20,8,13,20,16,38,13
ENSG00000186543,2,0,1,1,1,2,3
ENSG00000142794,127,128,84,97,90,96,140
ENSG00000176378,0,0,0,0,0,0,0
ENSG00000162551,20,52,30,37,79,24,14
ENSG00000233431,0,0,1,0,0,0,0
ENSG00000076864,548,418,361,793,447,665,714
ENSG00000090686,658,608,577,430,829,893,801
ENSG00000231978,4,3,1,0,0,1,4
ENSG00000187942,3,0,2,4,2,2,1
ENSG00000142798,53,81,34,36,123,52,41
ENSG00000232037,1,1,1,3,2,0,5
ENSG00000283234,0,1,3,2,2,0,2
ENSG00000219073,2,0,3,1,1,3,0
ENSG00000285959,0,0,0,0,0,0,0
ENSG00000273610,0,0,3,0,0,1,0
ENSG00000201919,0,0,0,0,0,1,0
ENSG00000142789,0,0,1,0,0,0,0
ENSG00000278124,0,0,3,0,0,1,0
ENSG00000201273,0,0,0,0,0,1,0
ENSG00000228397,0,0,1,1,0,1,1
ENSG00000218510,22,23,11,11,9,9,10
ENSG00000070831,508,518,467,509,522,585,598
ENSG00000285752,1,6,1,17,2,8,1
ENSG00000285794,0,0,0,0,0,0,0
ENSG00000230068,5,3,7,8,7,3,6
ENSG00000271428,14,8,8,3,8,11,5
ENSG00000162552,13,17,8,9,8,13,5
ENSG00000285873,1,0,0,0,0,0,0
ENSG00000266564,0,0,0,0,0,0,0
ENSG00000234397,0,1,0,1,0,5,3
ENSG00000279625,1,0,2,1,2,0,0
ENSG00000184677,197,223,164,164,211,220,264
ENSG00000237200,3,1,1,0,3,2,1
ENSG00000070886,15,17,13,5,9,10,8
ENSG00000276835,0,0,0,0,0,0,0
ENSG00000173372,11,15,4,4,34,6,15
ENSG00000159189,47,74,27,16,142,24,110
ENSG00000173369,257,205,79,75,761,169,327
ENSG00000133216,107,79,81,123,69,92,85
ENSG00000265422,1,3,1,1,1,1,3
ENSG00000225952,0,3,4,1,1,3,1
ENSG00000264014,0,0,0,0,0,0,0
ENSG00000215906,0,1,0,0,0,0,0
ENSG00000227868,0,0,0,0,1,0,0
ENSG00000004487,265,278,249,255,330,331,287
ENSG00000240553,1,1,2,3,3,0,3
ENSG00000263793,0,0,1,0,2,0,0
ENSG00000266802,1,0,0,1,0,0,1
ENSG00000169641,484,665,647,523,485,744,561
ENSG00000229010,15,9,7,15,9,15,5
ENSG00000206935,2,0,2,3,2,3,2
ENSG00000252578,2,2,2,0,5,1,1
ENSG00000179546,36,16,24,3,19,22,14
ENSG00000215381,0,0,0,2,1,1,1
ENSG00000261326,69,101,80,61,99,57,83
ENSG00000284726,6,7,2,2,4,12,10
ENSG00000125944,501,525,444,455,697,511,547
ENSG00000125945,145,114,121,110,187,139,130
ENSG00000249087,24,32,17,25,46,25,28
ENSG00000201405,0,0,0,0,0,0,0
ENSG00000271420,0,1,0,1,3,1,0
ENSG00000204219,10,17,5,13,31,14,19
ENSG00000232482,0,1,1,0,3,0,0
ENSG00000088280,62,93,49,82,192,68,129
ENSG00000007968,2,0,0,2,3,0,1
ENSG00000235052,0,0,0,0,1,0,0
ENSG00000117318,25,40,20,27,128,62,93
ENSG00000285802,35,2,1,0,0,0,1
ENSG00000197880,1,3,1,8,0,6,0
ENSG00000229239,1,1,0,0,0,0,0
ENSG00000142676,188,230,109,190,184,195,204
ENSG00000011007,223,157,119,91,195,181,161
ENSG00000236810,3,6,9,16,6,8,8
ENSG00000057757,163,171,177,256,156,264,287
ENSG00000011009,54,67,29,60,56,51,53
ENSG00000117308,31,32,26,53,30,52,36
ENSG00000117305,55,64,24,65,50,78,62
ENSG00000179163,28,51,35,42,65,45,56
ENSG00000188822,2,1,3,4,1,0,1
ENSG00000229106,6,10,2,1,1,6,5
ENSG00000232557,0,0,1,1,0,0,0
ENSG00000264926,0,0,0,0,0,0,0
ENSG00000230228,6,3,5,6,2,8,3
ENSG00000189266,192,190,204,171,271,224,204
ENSG00000188529,372,450,452,362,578,397,466
ENSG00000215905,0,0,0,0,1,1,0
ENSG00000225315,0,1,0,0,0,0,0
ENSG00000142661,2,2,4,6,8,3,8
ENSG00000230703,0,0,0,0,0,0,0
ENSG00000142677,0,0,2,0,1,1,0
ENSG00000185436,7,12,18,4,26,6,22
ENSG00000230023,0,0,0,1,0,0,2
ENSG00000232298,0,0,1,0,0,0,0
ENSG00000158055,3,2,8,1,7,3,3
ENSG00000001460,75,75,67,75,77,97,70
ENSG00000001461,591,689,574,559,567,735,793
ENSG00000286061,0,0,0,0,0,0,0
ENSG00000117602,33,25,30,19,45,19,27
ENSG00000264443,0,0,0,0,0,0,0
ENSG00000184454,1,3,5,2,7,3,10
ENSG00000227312,0,0,0,0,0,0,0
ENSG00000239106,0,0,0,0,0,0,0
ENSG00000133226,522,552,369,388,607,601,574
ENSG00000284699,0,0,3,0,0,0,1
ENSG00000169504,376,455,379,307,1929,522,498
ENSG00000238482,0,0,0,2,0,0,1
ENSG00000020633,6,11,4,3,8,2,5
ENSG00000278034,0,0,0,0,0,0,0
ENSG00000229162,0,0,0,0,0,0,0
ENSG00000261025,0,1,1,0,0,0,0
ENSG00000264371,0,0,0,0,0,0,0
ENSG00000285823,1,1,0,0,0,0,0
ENSG00000233755,0,0,1,0,0,0,1
ENSG00000233419,2,1,0,1,4,0,0
ENSG00000231953,0,0,0,0,1,0,0
ENSG00000117614,104,96,88,63,97,104,127
ENSG00000284602,19,21,20,16,17,18,23
ENSG00000284657,1,7,2,7,8,6,3
ENSG00000117616,340,349,229,252,419,276,184
ENSG00000272432,1,2,0,0,1,0,0
ENSG00000261349,11,13,3,12,7,12,5
ENSG00000187010,19,15,11,18,32,17,22
ENSG00000224183,18,13,9,27,10,13,1
ENSG00000259984,1,5,0,0,0,0,3
ENSG00000183726,170,130,176,149,197,141,112
ENSG00000188672,9,5,4,1,11,3,9
ENSG00000238084,18,15,9,31,10,13,1
ENSG00000204178,201,183,184,211,205,270,236
ENSG00000157978,17,23,21,13,42,14,63
ENSG00000225643,1,1,0,2,0,2,2
ENSG00000117643,287,258,167,177,381,292,209
ENSG00000233478,20,15,18,16,16,22,10
ENSG00000162430,103,123,112,162,196,148,185
ENSG00000255054,0,0,0,0,0,0,0
ENSG00000228172,11,7,5,7,1,7,6
ENSG00000117640,180,177,103,139,165,176,131
ENSG00000272478,0,0,0,0,0,0,0
ENSG00000127423,16,9,7,9,8,10,12
ENSG00000236528,0,1,1,0,0,0,0
ENSG00000182749,37,33,27,40,22,34,30
ENSG00000207302,0,2,0,0,0,0,0
ENSG00000117632,2926,2168,2665,2777,2229,2735,1639
ENSG00000229786,0,4,4,4,2,9,12
ENSG00000223624,1,7,4,0,1,1,0
ENSG00000283938,0,0,0,0,0,0,0
ENSG00000158006,21,31,11,28,35,17,13
ENSG00000207237,1,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,3,0
ENSG00000252691,1,0,0,1,0,0,0
ENSG00000158008,142,139,105,209,95,121,29
ENSG00000158014,4,6,8,4,3,3,8
ENSG00000284309,2,0,0,0,0,1,0
ENSG00000158022,0,2,3,1,3,0,0
ENSG00000175087,152,155,119,109,132,174,84
ENSG00000197245,9,6,7,8,11,3,3
ENSG00000282872,0,7,0,0,0,0,0
ENSG00000236782,1,1,1,5,1,1,2
ENSG00000142684,0,0,0,0,0,0,0
ENSG00000142675,14,26,10,20,5,19,12
ENSG00000188782,3,0,0,0,1,1,0
ENSG00000236155,7,9,3,4,4,6,24
ENSG00000278572,1,2,4,1,5,3,4
ENSG00000130695,88,116,54,85,97,104,170
ENSG00000270733,0,7,2,0,1,1,0
ENSG00000142669,56,99,20,99,46,83,55
ENSG00000158062,45,60,24,59,32,101,78
ENSG00000169442,0,0,0,0,0,2,1
ENSG00000176092,2,4,11,3,0,1,1
ENSG00000225854,0,3,0,0,0,0,1
ENSG00000176083,2,3,0,1,0,1,0
ENSG00000131914,3,4,10,6,4,2,9
ENSG00000117682,131,230,148,163,182,172,191
ENSG00000223583,5,38,9,9,7,8,34
ENSG00000225891,1,7,3,2,1,2,7
ENSG00000198830,155,326,206,228,328,305,163
ENSG00000224129,0,1,1,0,0,0,0
ENSG00000117676,52,89,37,39,96,42,73
ENSG00000238705,0,0,0,0,0,0,0
ENSG00000243905,6,42,1,13,5,2,14
ENSG00000252802,20,42,37,30,172,18,25
ENSG00000252429,0,0,0,0,0,0,0
ENSG00000229247,1,0,0,0,0,0,0
ENSG00000238316,0,0,0,1,0,0,0
ENSG00000235069,1,0,0,0,0,0,0
ENSG00000260063,0,0,3,0,2,1,2
ENSG00000117713,464,663,404,561,616,662,493
ENSG00000060642,33,35,33,35,52,56,34
ENSG00000241188,5,0,0,1,0,1,6
ENSG00000204160,99,114,99,122,190,101,121
ENSG00000175793,4,0,0,1,33,2,3
ENSG00000142751,118,87,80,78,96,98,73
ENSG00000226698,0,0,0,0,0,0,0
ENSG00000198746,28,70,34,30,49,48,24
ENSG00000090273,343,299,283,246,362,353,456
ENSG00000131910,1,1,1,0,0,0,0
ENSG00000175707,6,3,1,2,1,1,3
ENSG00000172746,1,20,7,7,6,0,2
ENSG00000224064,0,0,2,0,0,0,0
ENSG00000225294,0,0,0,2,3,1,2
ENSG00000253368,51,86,90,58,50,61,35
ENSG00000158246,5,7,1,2,8,3,13
ENSG00000090020,172,183,114,270,154,226,218
ENSG00000229985,0,0,0,0,0,1,1
ENSG00000214973,26,20,16,11,20,11,11
ENSG00000225159,33,37,31,25,16,19,70
ENSG00000225990,0,0,11,0,1,1,0
ENSG00000224311,0,0,0,0,0,0,0
ENSG00000142784,328,357,250,291,306,387,352
ENSG00000252098,0,0,2,0,0,0,3
ENSG00000243659,7,6,12,8,9,11,5
ENSG00000186501,101,112,46,102,85,122,147
ENSG00000206888,1,0,1,0,2,2,0
ENSG00000241547,19,14,4,27,8,18,8
ENSG00000142765,4,12,7,13,8,6,3
ENSG00000142733,23,23,18,25,119,38,52
ENSG00000142748,0,7,0,2,0,3,1
ENSG00000174950,0,1,1,0,0,0,2
ENSG00000231207,1,1,0,0,1,1,2
ENSG00000181773,5,21,4,15,19,14,6
ENSG00000158195,232,304,193,154,576,186,343
ENSG00000241169,2,9,6,1,2,3,6
ENSG00000237429,6,0,1,3,1,5,5
ENSG00000126705,231,260,237,318,295,286,319
ENSG00000000938,8,13,3,1,25,20,28
ENSG00000235912,13,4,1,3,6,8,2
ENSG00000233975,0,0,0,0,0,0,1
ENSG00000126709,49,71,46,44,61,52,53
ENSG00000225886,0,7,0,0,1,3,2
ENSG00000206767,0,0,0,1,0,0,0
ENSG00000226662,0,0,0,1,0,0,0
ENSG00000207095,0,0,0,0,0,2,0
ENSG00000009780,109,93,87,125,107,117,134
ENSG00000231344,1,0,1,3,3,2,0
ENSG00000230833,1,4,0,0,1,3,0
ENSG00000117758,494,470,647,498,672,624,523
ENSG00000269971,1,2,2,3,0,1,2
ENSG00000270031,1,2,1,2,3,2,2
ENSG00000223062,0,0,0,0,2,0,0
ENSG00000117751,69,72,56,61,69,65,60
ENSG00000252947,1366,1171,639,685,1128,886,744
ENSG00000130775,21,35,19,11,50,17,33
ENSG00000117748,116,176,176,157,219,208,154
ENSG00000130768,1,2,2,2,0,0,2
ENSG00000227050,0,0,0,0,0,0,0
ENSG00000158156,18,37,15,8,31,21,28
ENSG00000158161,231,277,161,145,238,167,194
ENSG00000238231,8,0,1,2,4,0,2
ENSG00000240750,7,17,2,2,8,1,8
ENSG00000228589,98,92,109,129,92,128,63
ENSG00000228943,4,2,1,0,0,4,1
ENSG00000214812,15,11,17,40,12,20,34
ENSG00000253005,0,0,0,0,0,0,0
ENSG00000169403,26,28,11,7,13,13,30
ENSG00000126698,262,340,287,252,305,292,322
ENSG00000130770,188,129,100,152,175,182,115
ENSG00000270605,4,2,4,6,14,9,3
ENSG00000271398,0,0,0,0,1,0,0
ENSG00000130766,49,44,37,48,100,67,94
ENSG00000130772,24,6,12,29,18,15,11
ENSG00000204138,172,161,129,106,203,110,138
ENSG00000206779,3,2,4,1,3,2,2
ENSG00000229820,11,11,10,0,10,6,4
ENSG00000221216,7,6,2,3,0,2,3
ENSG00000180198,23,23,16,27,29,12,30
ENSG00000242125,32,44,24,49,53,32,26
ENSG00000274266,0,0,0,0,0,0,0
ENSG00000200087,10486,9396,2452,553,4507,4157,5300
ENSG00000231468,5,11,8,2,8,7,0
ENSG00000279443,8,10,3,1,5,5,0
ENSG00000180098,62,81,73,70,130,99,100
ENSG00000197989,33,30,27,15,26,26,24
ENSG00000221539,9508,5587,18114,9501,17252,10200,23
ENSG00000278274,0,0,0,0,0,0,0
ENSG00000273544,0,0,0,0,0,0,0
ENSG00000274582,0,0,0,0,0,0,0
ENSG00000280498,0,0,0,0,0,0,0
ENSG00000120656,34,37,10,28,36,17,24
ENSG00000188060,6,9,0,7,7,5,4
ENSG00000229388,2,4,1,4,1,2,0
ENSG00000274978,0,0,0,0,0,0,0
ENSG00000270103,0,0,0,0,0,0,0
ENSG00000162419,92,96,62,95,95,88,115
ENSG00000252777,18,15,5,7,10,5,11
ENSG00000198492,137,143,118,157,183,202,165
ENSG00000116329,242,290,267,305,177,263,233
ENSG00000233427,3,0,2,2,1,2,8
ENSG00000199756,0,2,8,0,1,2,0
ENSG00000159023,253,266,196,206,316,244,348
ENSG00000225616,4,4,5,10,4,2,1
ENSG00000206704,1,1,2,0,0,0,0
ENSG00000277958,0,1,0,0,3,0,1
ENSG00000253304,2,5,5,3,12,0,1
ENSG00000225750,0,0,0,2,3,2,0
ENSG00000116350,260,308,223,230,345,320,344
ENSG00000277916,0,0,0,0,0,0,0
ENSG00000116353,86,65,65,65,75,102,69
ENSG00000237934,2,8,0,3,0,4,2
ENSG00000060656,108,163,88,167,150,162,225
ENSG00000230523,2,2,2,4,1,0,2
ENSG00000225011,0,0,0,0,0,0,1
ENSG00000228176,0,0,0,0,0,0,0
ENSG00000284676,0,0,1,1,0,0,0
ENSG00000270927,0,0,0,0,0,0,0
ENSG00000233399,1,3,5,0,0,3,2
ENSG00000233372,0,0,1,0,0,0,1
ENSG00000231251,0,0,0,0,0,0,1
ENSG00000236335,0,4,0,0,1,0,0
ENSG00000231949,1,0,1,0,0,0,0
ENSG00000162510,1,1,3,1,4,1,1
ENSG00000186056,7,9,15,2,121,9,18
ENSG00000162511,105,180,72,51,220,88,177
ENSG00000264773,0,0,0,0,5,0,0
ENSG00000229607,0,0,1,0,0,1,0
ENSG00000223382,0,1,0,3,2,0,0
ENSG00000222784,321,6,5,9,3,15,7
ENSG00000235143,1,1,1,0,0,0,0
ENSG00000162512,1679,1973,891,1526,1469,1557,1295
ENSG00000266210,0,1,0,0,0,0,0
ENSG00000134644,857,858,717,813,907,1216,896
ENSG00000237329,3,5,2,4,1,2,1
ENSG00000232768,3,1,1,0,1,1,3
ENSG00000215900,33,96,20,21,21,26,62
ENSG00000225142,2,1,3,7,1,0,1
ENSG00000084628,16,20,19,28,28,22,15
ENSG00000060688,34,97,61,67,72,90,71
ENSG00000229447,2,4,4,1,4,5,1
ENSG00000121766,268,167,225,202,263,294,330
ENSG00000229044,3,1,0,1,2,1,2
ENSG00000121769,127,111,119,196,126,137,80
ENSG00000168528,4,8,3,0,9,3,9
ENSG00000215899,8,37,0,8,0,7,5
ENSG00000206981,6,6,1,5,1,3,1
ENSG00000260386,1,1,1,1,1,1,0
ENSG00000265961,84,68,96,45,67,15,39
ENSG00000284543,2,3,3,9,4,8,7
ENSG00000229167,0,0,0,0,0,0,0
ENSG00000142910,2,15,16,8,29,9,6
ENSG00000121764,1,9,10,0,0,5,3
ENSG00000162517,144,168,107,196,146,148,130
ENSG00000235790,19,7,1,5,3,8,7
ENSG00000264078,0,2,1,3,1,0,0
ENSG00000084636,130,186,108,142,104,165,187
ENSG00000121753,1329,1520,882,1613,842,1245,1128
ENSG00000266580,2,0,5,3,3,1,4
ENSG00000254545,0,0,0,0,0,0,0
ENSG00000134668,3,3,4,1,14,6,7
ENSG00000203620,2,3,3,1,4,0,1
ENSG00000269967,17,12,3,2,17,8,9
ENSG00000184007,603,944,567,474,836,638,1046
ENSG00000228634,2,3,0,1,6,5,2
ENSG00000284702,1,1,2,3,2,1,1
ENSG00000121774,311,365,338,319,362,394,344
ENSG00000203325,2,6,8,3,7,2,4
ENSG00000121775,49,53,47,69,57,67,84
ENSG00000266203,1,1,2,1,0,0,1
ENSG00000276493,2,0,3,4,4,1,0
ENSG00000025800,606,642,502,653,563,673,665
ENSG00000250135,0,0,0,0,0,0,0
ENSG00000084652,216,272,129,151,297,239,238
ENSG00000160050,41,49,24,26,46,51,52
ENSG00000224066,4,3,3,0,5,1,0
ENSG00000160051,36,37,11,39,21,37,15
ENSG00000222046,19,11,11,26,12,14,16
ENSG00000160055,77,70,36,56,62,74,57
ENSG00000084623,176,148,82,197,191,251,114
ENSG00000220785,13,14,5,5,21,10,7
ENSG00000183615,0,0,0,0,1,0,2
ENSG00000182866,1,2,1,0,0,0,1
ENSG00000277617,0,0,0,0,0,0,1
ENSG00000252450,3,0,0,0,0,0,0
ENSG00000116478,68,92,37,68,112,92,63
ENSG00000175130,194,183,108,140,212,162,153
ENSG00000233775,0,0,0,0,0,2,0
ENSG00000162526,3,9,4,3,14,8,6
ENSG00000225828,5,17,8,11,10,8,19
ENSG00000160058,286,316,234,299,347,336,390
ENSG00000224333,10,10,53,18,7,12,11
ENSG00000270850,0,0,2,0,0,0,0
ENSG00000229259,0,2,3,1,3,1,3
ENSG00000263529,0,0,0,0,0,0,1
ENSG00000254553,0,0,0,0,0,1,1
ENSG00000273274,45,66,82,45,59,49,56
ENSG00000160062,50,61,84,42,52,48,44
ENSG00000176261,65,115,77,72,113,85,69
ENSG00000200591,4,5,2,1,6,2,1
ENSG00000162521,814,563,905,719,720,906,755
ENSG00000162520,8,6,3,9,25,9,25
ENSG00000224409,0,0,0,0,0,0,0
ENSG00000162522,266,347,234,185,267,216,236
ENSG00000134684,380,405,278,398,402,520,428
ENSG00000116497,119,166,90,95,189,127,155
ENSG00000160097,76,108,87,77,47,83,39
ENSG00000121905,286,186,119,306,175,281,168
ENSG00000121900,22,25,64,30,40,36,14
ENSG00000116514,55,79,64,67,53,92,75
ENSG00000278966,0,1,0,0,0,0,0
ENSG00000217644,1,1,0,0,0,1,3
ENSG00000239670,4,0,0,1,0,0,3
ENSG00000236065,3,10,9,4,5,6,7
ENSG00000004455,231,203,124,134,239,171,228
ENSG00000276645,1,3,1,0,5,1,9
ENSG00000142920,96,130,83,94,93,94,77
ENSG00000278997,7,11,4,6,9,15,13
ENSG00000116525,40,55,26,44,53,40,76
ENSG00000279179,29,35,11,11,18,12,23
ENSG00000284721,4,2,6,2,3,3,2
ENSG00000160094,91,73,64,86,61,86,85
ENSG00000270115,1,7,3,5,6,5,6
ENSG00000184389,0,1,1,1,2,0,1
ENSG00000225313,44,37,39,26,69,26,36
ENSG00000134686,176,209,181,212,324,226,316
ENSG00000284154,3,0,7,0,7,4,0
ENSG00000222112,4,15,2,2,4,5,10
ENSG00000233246,1,4,0,3,1,1,1
ENSG00000234512,2,1,0,0,1,0,0
ENSG00000121903,52,48,36,40,56,49,40
ENSG00000235907,5,11,2,3,3,0,0
ENSG00000121904,309,386,228,294,285,363,342
ENSG00000227000,1,1,1,6,1,1,2
ENSG00000176256,10,7,13,3,8,9,10
ENSG00000231163,6,10,0,9,0,6,13
ENSG00000201148,0,0,1,1,0,0,1
ENSG00000142698,2,5,3,0,1,5,4
ENSG00000270241,0,0,0,0,0,0,0
ENSG00000207941,0,0,0,0,1,0,0
ENSG00000163866,108,133,95,82,110,129,80
ENSG00000189280,1,2,4,4,3,3,2
ENSG00000189433,18,26,11,22,20,15,10
ENSG00000255811,0,1,0,0,1,0,0
ENSG00000188910,7,15,9,17,13,15,3
ENSG00000187513,6,13,5,6,11,5,5
ENSG00000230163,0,0,0,0,0,0,0
ENSG00000116544,286,294,207,233,249,273,184
ENSG00000284773,5,4,0,4,4,7,8
ENSG00000241014,4,4,5,7,11,1,10
ENSG00000271741,0,0,0,0,0,0,0
ENSG00000243749,0,0,0,0,0,0,0
ENSG00000163867,167,141,159,98,165,144,87
ENSG00000197056,82,78,63,114,101,109,62
ENSG00000233940,0,5,0,0,2,0,0
ENSG00000228348,12,10,12,5,9,3,0
ENSG00000284640,4,2,1,3,7,2,4
ENSG00000116560,1262,1344,1251,1267,1260,1218,1922
ENSG00000201868,0,2,6,0,12,1,0
ENSG00000146463,663,704,701,519,613,699,453
ENSG00000240374,0,3,2,3,1,0,1
ENSG00000201542,3,1,0,0,0,3,1
ENSG00000229994,23,26,18,29,25,23,16
ENSG00000227409,6,5,0,5,5,1,2
ENSG00000278702,1,1,2,2,4,0,2
ENSG00000142687,404,478,531,533,543,642,465
ENSG00000236274,16,15,6,12,5,3,6
ENSG00000020129,1422,1143,1302,1967,1546,2334,2137
ENSG00000239636,9,8,5,10,3,8,5
ENSG00000116819,23,43,15,24,39,31,68
ENSG00000126067,163,169,189,202,189,248,210
ENSG00000142686,309,279,554,312,260,295,295
ENSG00000092853,58,31,31,27,20,21,14
ENSG00000232335,0,0,1,0,0,0,0
ENSG00000134698,356,356,220,209,334,347,326
ENSG00000092847,587,760,469,502,537,554,597
ENSG00000271164,1,0,0,0,0,0,2
ENSG00000271914,0,0,0,0,0,0,0
ENSG00000126070,633,756,593,606,779,591,609
ENSG00000271554,9,9,4,5,6,9,34
ENSG00000232862,0,0,1,0,1,0,0
ENSG00000092850,2,0,4,3,7,3,4
ENSG00000116863,34,55,23,44,42,34,31
ENSG00000171812,13,15,10,7,15,5,9
ENSG00000054116,151,144,85,147,132,188,194
ENSG00000116871,440,284,279,469,512,520,351
ENSG00000264592,1,0,2,0,1,0,1
ENSG00000054118,619,585,520,633,680,787,671
ENSG00000231849,1,0,0,1,2,0,0
ENSG00000214193,111,97,70,94,97,65,90
ENSG00000142694,7,3,0,3,1,5,1
ENSG00000116883,17,44,26,28,13,23,62
ENSG00000196182,64,81,67,106,123,54,81
ENSG00000181817,6,17,15,24,10,8,14
ENSG00000222821,0,0,2,0,0,0,0
ENSG00000116885,69,50,38,49,51,68,43
ENSG00000201448,1477,1041,634,109,1158,1675,898
ENSG00000116898,44,31,31,53,38,108,46
ENSG00000119535,38,56,13,18,64,37,69
ENSG00000230214,0,0,0,1,0,0,1
ENSG00000284705,1,1,2,2,0,2,1
ENSG00000284720,0,2,0,0,1,2,0
ENSG00000234481,0,0,0,0,0,0,0
ENSG00000163873,148,355,206,424,233,359,522
ENSG00000284650,18,3,6,4,1,0,1
ENSG00000264698,1,1,2,0,1,0,0
ENSG00000207328,2,0,1,0,0,0,1
ENSG00000223944,8,0,1,4,1,6,2
ENSG00000252368,0,0,1,1,1,1,4
ENSG00000230451,0,0,0,0,0,0,0
ENSG00000233621,1,2,2,2,1,2,6
ENSG00000163874,2,6,2,7,7,6,7
ENSG00000283724,0,0,0,0,0,0,0
ENSG00000163875,190,211,200,197,145,233,175
ENSG00000263675,10,0,11,2,2,6,0
ENSG00000163877,96,101,120,87,107,132,132
ENSG00000232273,9,8,6,23,9,9,13
ENSG00000237749,4,0,1,2,2,3,1
ENSG00000163879,55,95,48,41,114,68,47
ENSG00000134697,34,55,39,49,49,67,65
ENSG00000284748,0,0,3,0,2,1,0
ENSG00000169218,33,50,64,5,9,8,5
ENSG00000116922,62,83,91,78,89,102,100
ENSG00000134690,4,22,6,5,7,7,5
ENSG00000183317,90,108,68,92,76,104,89
ENSG00000200421,4,2,0,1,0,1,0
ENSG00000214141,7,4,2,0,2,7,13
ENSG00000227416,2,2,3,0,0,2,2
ENSG00000185090,45,41,74,57,35,74,39
ENSG00000233728,0,0,0,0,0,0,0
ENSG00000196449,29,37,22,14,20,29,29
